,Unnamed: 0,latitude,longitude,property_type,room_type,beds,accommodates,price,number_of_reviews,review_scores_rating,host_is_superhost,host_listings_count,host_total_listings_count
5644,7429,40.82238,-73.94669,Private room in rental unit,Private room,1.0,1,38.0,2,5.0,True,6.0,11.0
5645,7430,40.82275,-73.94824,Private room in rental unit,Private room,1.0,1,57.0,6,4.83,True,6.0,11.0
5646,7431,40.72826,-73.98912,Entire rental unit,Entire home/apt,1.0,2,300.0,60,4.92,False,1.0,1.0
5647,7432,40.76241156799385,-73.98795240855625,Entire rental unit,Entire home/apt,1.0,2,309.0,20,4.95,True,4.0,4.0
5648,7433,40.76223,-73.98718,Entire rental unit,Entire home/apt,1.0,2,800.0,8,5.0,True,4.0,4.0
5649,7434,40.74087,-73.97739,Private room in rental unit,Private room,1.0,1,99.0,5,3.8,False,1.0,1.0
5650,7435,40.82485,-73.93774,Entire rental unit,Entire home/apt,3.0,3,75.0,1,5.0,False,1.0,1.0
5651,7437,40.84571,-73.83198,Entire home,Entire home/apt,1.0,2,103.0,38,4.66,False,1.0,2.0
5652,7438,40.87028,-73.91327,Private room in rental unit,Private room,1.0,1,50.0,84,4.79,False,1.0,3.0
5653,7439,40.58583,-73.96903,Entire rental unit,Entire home/apt,1.0,2,85.0,78,4.65,False,1.0,3.0
5654,7440,40.83718,-73.85631,Private room in rental unit,Private room,1.0,1,25.0,6,5.0,False,1.0,1.0
5655,7441,40.77589,-73.91491,Entire rental unit,Entire home/apt,2.0,2,139.0,3,5.0,False,1.0,3.0
5656,7442,40.8379,-73.94586,Private room in rental unit,Private room,1.0,1,55.0,13,5.0,False,1.0,5.0
5657,7443,40.67995,-73.96504,Entire condo,Entire home/apt,1.0,3,179.0,3,5.0,False,1.0,1.0
5658,7444,40.766912033527056,-73.9574709934896,Private room in rental unit,Private room,1.0,2,175.0,1,5.0,False,2.0,5.0
5659,7446,40.71993,-73.95484,Private room in rental unit,Private room,1.0,2,83.0,1,5.0,False,1.0,3.0
5660,7447,40.76151,-73.98778,Private room in rental unit,Private room,1.0,2,165.0,33,4.79,False,1.0,1.0
5661,7450,40.6868,-73.95431,Entire townhouse,Entire home/apt,2.0,6,220.0,5,4.6,False,1.0,4.0
5662,7451,40.71832,-73.95602,Entire rental unit,Entire home/apt,3.0,6,415.0,1,5.0,False,1.0,1.0
5663,7453,40.69909,-73.93937,Entire rental unit,Entire home/apt,4.0,8,301.0,174,4.88,True,5.0,7.0
5664,7456,40.68435413205554,-73.91604997056811,Entire townhouse,Entire home/apt,3.0,5,290.0,50,4.94,True,2.0,4.0
5665,7457,40.67877,-73.78803,Private room in rental unit,Private room,1.0,4,55.0,56,4.71,True,7.0,9.0
5666,7458,40.67695,-73.78901,Private room in rental unit,Private room,1.0,2,48.0,58,4.59,True,7.0,9.0
5667,7459,40.67744,-73.78965,Private room in rental unit,Private room,1.0,2,42.0,34,4.76,True,7.0,9.0
5668,7460,40.68021,-73.77629,Private room in rental unit,Private room,1.0,2,42.0,12,4.67,True,7.0,9.0
5669,7461,40.67829,-73.78754,Private room in rental unit,Private room,1.0,2,50.0,165,4.73,True,7.0,9.0
5670,7462,40.7054029,-73.8042602,Entire rental unit,Entire home/apt,1.0,3,499.0,45,4.91,False,1.0,1.0
5671,7463,40.67652,-73.93595,Entire condo,Entire home/apt,2.0,4,250.0,17,4.88,True,1.0,1.0
5672,7464,40.71524,-73.95522,Entire rental unit,Entire home/apt,2.0,4,148.0,8,4.86,False,3.0,4.0
5673,7465,40.72795,-73.98113,Private room in rental unit,Private room,1.0,1,95.0,8,4.88,False,2.0,2.0
5674,7466,40.7266,-73.98071,Private room in rental unit,Private room,1.0,1,89.0,4,5.0,False,2.0,2.0
5675,7467,40.77493496730517,-73.951001688838,Entire rental unit,Entire home/apt,1.0,2,205.0,6,5.0,False,1.0,1.0
5676,7469,40.68263,-73.91575,Entire townhouse,Entire home/apt,4.0,5,197.0,148,4.7,True,1.0,2.0
5677,7470,40.68321,-73.95691,Private room in rental unit,Private room,1.0,1,105.0,31,4.84,False,1.0,3.0
5678,7471,40.81602653118561,-73.92916120525724,Entire townhouse,Entire home/apt,3.0,6,350.0,20,4.6,True,2.0,2.0
5679,7472,40.8303,-73.91862,Private room in rental unit,Private room,1.0,2,68.0,107,4.85,True,2.0,2.0
5680,7473,40.73283,-73.95617,Entire rental unit,Entire home/apt,1.0,2,284.0,79,4.99,True,1.0,1.0
5681,7475,40.73011,-73.95501,Private room in rental unit,Private room,1.0,2,70.0,6,5.0,False,1.0,1.0
5682,7476,40.68144,-73.92117,Entire rental unit,Entire home/apt,2.0,2,172.0,100,4.84,True,2.0,3.0
5683,7478,40.69671,-73.93793,Private room in rental unit,Private room,1.0,1,68.0,8,5.0,False,2.0,5.0
5684,7479,40.69528,-73.93631,Private room in rental unit,Private room,1.0,1,53.0,10,4.9,False,2.0,5.0
5685,7480,40.76097,-73.96213,Private room in rental unit,Private room,1.0,1,65.0,83,4.75,False,1.0,1.0
5686,7481,40.71045,-73.94579,Private room in rental unit,Private room,1.0,2,100.0,1,3.0,False,1.0,2.0
5687,7482,40.7261,-73.98855,Entire rental unit,Entire home/apt,2.0,5,200.0,4,5.0,False,1.0,2.0
5688,7483,40.76641,-73.86955,Private room in casa particular,Private room,1.0,2,71.0,24,4.42,False,4.0,4.0
5689,7484,40.76659,-73.8697,Private room in casa particular,Private room,1.0,2,96.0,20,4.65,False,4.0,4.0
5690,7485,40.76665,-73.87143,Private room in casa particular,Private room,1.0,2,91.0,20,4.3,False,4.0,4.0
5691,7486,40.74525,-73.82951,Entire guesthouse,Entire home/apt,1.0,2,116.0,48,4.52,False,4.0,4.0
5692,7487,40.69351,-73.95129,Private room in rental unit,Private room,1.0,1,89.0,50,4.78,True,2.0,5.0
5693,7488,40.69526,-73.95028,Private room in townhouse,Private room,1.0,1,89.0,82,4.7,True,2.0,5.0
5694,7489,40.73279,-73.98736,Private room in rental unit,Private room,1.0,1,62.0,1,5.0,False,1.0,5.0
5695,7490,40.77621518429154,-73.98011403628468,Private room in rental unit,Private room,1.0,1,270.0,1,4.0,False,2.0,2.0
5696,7493,40.67336129933103,-73.81093124995108,Private room in home,Private room,2.0,2,324.0,18,4.94,True,1.0,3.0
5697,7495,40.80192,-73.94931,Private room in rental unit,Private room,2.0,2,100.0,6,4.83,False,1.0,1.0
5698,7496,40.62802,-74.01328,Private room in home,Private room,1.0,1,36.0,32,4.69,False,3.0,5.0
5699,7497,40.62829,-74.01455,Private room in rental unit,Private room,1.0,1,50.0,8,4.5,False,3.0,5.0
5700,7498,40.62802,-74.01435,Private room in rental unit,Private room,1.0,1,36.0,3,5.0,False,3.0,5.0
5701,7499,40.72899,-73.98975,Entire rental unit,Entire home/apt,2.0,4,315.0,233,4.26,False,1.0,2.0
5702,7500,40.77773,-73.97764,Private room in rental unit,Private room,1.0,2,200.0,1,4.0,False,1.0,1.0
5703,7501,40.75771,-73.96872,Private room in rental unit,Private room,1.0,2,90.0,3,4.33,False,1.0,1.0
5704,7502,40.7434059498977,-73.98321009008266,Entire rental unit,Entire home/apt,1.0,2,224.0,1,5.0,False,1.0,11.0
5705,7503,40.68124,-73.97407,Private room in rental unit,Private room,1.0,2,58.0,1,5.0,False,1.0,1.0
5706,7504,40.7259155132506,-73.97817179688833,Entire rental unit,Entire home/apt,1.0,2,107.0,1,5.0,False,1.0,1.0
5707,7506,40.76554,-73.98645,Entire loft,Entire home/apt,1.0,1,160.0,2,5.0,False,2.0,2.0
5708,7507,40.63387,-74.02967,Private room in home,Private room,1.0,1,95.0,2,5.0,True,7.0,9.0
5709,7508,40.63417085769821,-74.02950168423894,Private room in home,Private room,1.0,2,75.0,1,5.0,True,7.0,9.0
5710,7510,40.63419,-74.02778,Private room in home,Private room,1.0,2,83.0,11,4.91,True,7.0,9.0
5711,7511,40.63298,-74.0295,Private room in townhouse,Private room,1.0,2,85.0,1,5.0,True,7.0,9.0
5712,7512,40.63246,-74.02771,Private room in home,Private room,1.0,1,95.0,6,4.0,True,7.0,9.0
5713,7514,40.688326599142655,-73.90707045793533,Entire home,Entire home/apt,2.0,4,134.0,26,4.5,False,2.0,2.0
5714,7515,40.68837286878325,-73.90709526836872,Entire townhouse,Entire home/apt,2.0,4,80.0,16,4.5,False,2.0,2.0
5715,7521,40.65697,-73.83344,Private room in tiny home,Private room,3.0,4,150.0,475,4.97,True,1.0,1.0
5716,7522,40.69573,-73.97305,Entire home,Entire home/apt,3.0,7,295.0,8,5.0,False,2.0,3.0
5717,7523,40.69601,-73.97236,Entire rental unit,Entire home/apt,2.0,2,150.0,74,4.96,False,2.0,3.0
5718,7526,40.76944,-73.91939,Entire rental unit,Entire home/apt,1.0,3,125.0,8,4.88,False,1.0,1.0
5719,7528,40.71776,-73.99164,Private room in rental unit,Private room,1.0,2,50.0,9,4.75,False,1.0,4.0
5720,7529,40.66043953214947,-73.8414140980496,Farm stay,Entire home/apt,1.0,2,101.0,45,4.6,False,1.0,1.0
5721,7530,40.67392,-73.87284,Entire rental unit,Entire home/apt,3.0,6,167.0,90,4.82,True,1.0,1.0
5722,7531,40.83661,-73.94282,Private room in condo,Private room,1.0,2,90.0,120,4.89,True,1.0,1.0
5723,7532,40.69348,-73.91892,Private room in rental unit,Private room,1.0,2,45.0,30,4.77,False,1.0,4.0
5724,7534,40.68628,-73.95325,Entire home,Entire home/apt,4.0,6,300.0,66,4.95,True,1.0,1.0
5725,7535,40.74660335476816,-73.98380334049321,Entire rental unit,Entire home/apt,2.0,2,269.0,99,4.82,False,2.0,2.0
5726,7537,40.74176,-73.97711,Entire condo,Entire home/apt,1.0,2,244.0,28,4.89,True,1.0,1.0
5727,7539,40.68034,-73.99291,Entire townhouse,Entire home/apt,4.0,6,500.0,3,5.0,False,1.0,1.0
5728,7540,40.68164886737612,-73.9675182108452,Entire rental unit,Entire home/apt,3.0,6,449.0,10,4.5,True,1.0,8.0
5729,7541,40.79923,-73.96029,Entire rental unit,Entire home/apt,2.0,4,50.0,1,5.0,False,1.0,1.0
5730,7542,40.79606,-73.94881,Private room in rental unit,Private room,1.0,1,30.0,1,5.0,False,1.0,1.0
5731,7543,40.69318,-73.96778,Entire home,Entire home/apt,5.0,10,332.0,73,4.51,False,3.0,9.0
5732,7545,40.77975,-73.94967,Private room in rental unit,Private room,2.0,2,111.0,168,4.95,True,1.0,8.0
5733,7546,40.70679,-73.94335,Private room in rental unit,Private room,1.0,2,90.0,3,5.0,False,1.0,1.0
5734,7547,40.75896,-73.9959,Entire rental unit,Entire home/apt,1.0,4,130.0,6,5.0,False,1.0,1.0
5735,7548,40.7574596,-73.9793586,Entire condo,Entire home/apt,2.0,3,512.0,2,5.0,False,1.0,1.0
5736,7550,40.7462,-73.9835,Entire rental unit,Entire home/apt,2.0,2,263.0,92,4.73,True,2.0,2.0
5737,7551,40.91062,-73.89987,Private room in guest suite,Private room,1.0,1,65.0,2,5.0,False,1.0,1.0
5738,7552,40.76845,-73.91791,Entire rental unit,Entire home/apt,1.0,2,126.0,9,5.0,False,2.0,2.0
5739,7553,40.74719,-74.00115,Entire rental unit,Entire home/apt,2.0,4,300.0,13,4.45,False,1.0,3.0
5740,7555,40.77656,-73.98325,Entire rental unit,Entire home/apt,2.0,3,250.0,6,5.0,False,1.0,2.0
5741,7556,40.7434,-73.97963,Private room in rental unit,Private room,1.0,1,73.0,3,4.0,False,1.0,1.0
5742,7558,40.704321845373336,-73.98590746828093,Entire rental unit,Entire home/apt,2.0,4,310.0,1,5.0,False,1.0,1.0
5743,7559,40.67771,-73.96801,Entire rental unit,Entire home/apt,2.0,4,275.0,36,4.97,True,1.0,1.0
5744,7561,40.68682,-73.92927,Entire townhouse,Entire home/apt,4.0,6,295.0,14,5.0,False,1.0,1.0
5745,7562,40.83323,-73.9496,Private room in condo,Private room,1.0,1,100.0,1,0.0,False,1.0,4.0
5746,7563,40.84413469076182,-73.83006591087238,Entire guesthouse,Entire home/apt,1.0,2,48.0,1,5.0,False,1.0,3.0
5747,7564,40.66382,-73.73108,Entire guest suite,Entire home/apt,2.0,2,125.0,6,4.67,False,1.0,1.0
5748,7565,40.68248,-73.92833,Entire rental unit,Entire home/apt,1.0,2,150.0,244,4.81,True,2.0,6.0
5749,7566,40.68207,-73.92807,Private room in rental unit,Private room,2.0,2,250.0,100,4.92,True,2.0,6.0
5750,7567,40.710026,-74.01136,Room in hotel,Private room,1.0,2,405.0,53,4.4,False,5.0,8.0
5751,7568,40.710026,-74.01136,Room in hotel,Private room,2.0,4,970.0,4,4.0,False,5.0,8.0
5752,7569,40.710026,-74.01136,Room in hotel,Private room,1.0,2,413.0,22,4.41,False,5.0,8.0
5753,7570,40.70939,-74.01243,Room in hotel,Private room,1.0,2,411.0,12,4.08,False,5.0,8.0
5754,7571,40.710026,-74.01136,Room in hotel,Private room,1.0,2,341.0,39,4.41,False,5.0,8.0
5755,7572,40.68452,-73.95378,Private room in rental unit,Private room,1.0,2,56.0,472,4.69,True,1.0,1.0
5756,7574,40.70294,-73.92383,Entire rental unit,Entire home/apt,2.0,3,120.0,7,4.86,False,1.0,9.0
5757,7576,40.77173,-73.92767,Entire rental unit,Entire home/apt,1.0,4,100.0,9,4.78,False,1.0,3.0
5758,7577,40.68014,-73.96374,Entire rental unit,Entire home/apt,1.0,1,76.0,9,4.71,False,1.0,1.0
5759,7578,40.71899,-73.94336,Private room in rental unit,Private room,1.0,2,100.0,8,4.75,False,1.0,1.0
5760,7579,40.62899961373684,-74.08613070345534,Private room in home,Private room,1.0,2,87.0,5,4.4,False,6.0,6.0
5761,7580,40.6278069,-74.0850177,Private room in home,Private room,1.0,2,120.0,7,3.71,False,6.0,6.0
5762,7581,40.76861,-73.91987,Entire rental unit,Entire home/apt,1.0,2,80.0,4,5.0,False,3.0,3.0
5763,7586,40.68302,-73.86135,Private room in home,Private room,1.0,2,82.0,66,4.94,True,1.0,2.0
5764,7587,40.81388,-73.93611,Entire rental unit,Entire home/apt,1.0,2,95.0,86,4.71,True,1.0,1.0
5765,7588,40.80385,-73.9585,Entire rental unit,Entire home/apt,2.0,4,130.0,5,5.0,False,1.0,1.0
5766,7590,40.7427086,-73.9032829,Entire rental unit,Entire home/apt,2.0,4,110.0,2,5.0,False,2.0,2.0
5767,7591,40.68574,-73.99055,Entire condo,Entire home/apt,2.0,3,140.0,1,5.0,False,1.0,1.0
5768,7592,40.69062,-73.93497,Private room in rental unit,Private room,1.0,1,28.0,5,4.8,False,1.0,1.0
5769,7593,40.72347,-73.98453,Entire rental unit,Entire home/apt,1.0,2,90.0,3,5.0,False,1.0,1.0
5770,7594,40.67956,-73.94238,Entire rental unit,Entire home/apt,5.0,8,129.0,145,4.7,False,1.0,1.0
5772,7597,40.73259,-74.0047,Entire rental unit,Entire home/apt,2.0,5,250.0,1,0.0,False,1.0,1.0
5773,7598,40.8679157,-73.9240205,Entire rental unit,Entire home/apt,4.0,6,314.0,21,4.62,False,3.0,4.0
5774,7599,40.80082,-73.94738,Entire rental unit,Entire home/apt,3.0,6,400.0,156,4.6,False,3.0,4.0
5775,7600,40.88719,-73.9101,Entire rental unit,Entire home/apt,4.0,6,368.0,14,4.93,False,3.0,4.0
5776,7601,40.77105,-73.9092,Entire rental unit,Entire home/apt,4.0,9,335.0,46,5.0,True,1.0,1.0
5777,7602,40.70511,-73.98592,Entire loft,Entire home/apt,1.0,2,210.0,13,4.54,False,1.0,1.0
5778,7603,40.71943,-73.95365,Entire rental unit,Entire home/apt,1.0,2,180.0,2,5.0,False,1.0,4.0
5779,7604,40.66057,-73.95699,Entire rental unit,Entire home/apt,1.0,4,139.0,44,4.67,False,1.0,1.0
5780,7605,40.64677,-73.96012,Entire rental unit,Entire home/apt,2.0,4,60.0,3,4.67,False,1.0,3.0
5781,7607,40.83767,-73.94203,Private room in rental unit,Private room,1.0,2,80.0,224,4.93,True,1.0,1.0
5782,7608,40.69477104041609,-73.971175219574,Entire rental unit,Entire home/apt,2.0,4,230.0,3,5.0,False,1.0,1.0
5783,7609,40.86091,-73.92538,Entire rental unit,Entire home/apt,1.0,4,100.0,6,4.83,False,1.0,1.0
5784,7610,40.73444,-73.86132,Entire rental unit,Entire home/apt,1.0,5,85.0,2,3.0,False,1.0,1.0
5785,7611,40.693719314152,-73.81515735765637,Entire rental unit,Entire home/apt,2.0,5,134.0,15,4.53,False,1.0,1.0
5786,7612,40.59607,-73.79557,Private room in camper/rv,Private room,1.0,2,109.0,72,4.96,True,1.0,2.0
5787,7614,40.69989,-73.94136,Private room in rental unit,Private room,1.0,1,30.0,2,4.5,False,1.0,1.0
5788,7616,40.77844,-73.91089,Entire rental unit,Entire home/apt,2.0,3,195.0,136,4.93,True,2.0,2.0
5789,7617,40.78414,-73.94834,Entire rental unit,Entire home/apt,2.0,5,192.0,253,4.53,False,2.0,2.0
5790,7618,40.76226,-73.95077,Private room in rental unit,Private room,1.0,1,128.0,13,5.0,True,1.0,2.0
5791,7619,40.68778,-73.95209,Entire rental unit,Entire home/apt,2.0,4,90.0,6,5.0,False,1.0,1.0
5792,7620,40.69568,-73.92753,Private room in rental unit,Private room,1.0,2,50.0,1,5.0,False,1.0,1.0
5793,7621,40.67646,-73.98163,Entire rental unit,Entire home/apt,1.0,3,135.0,15,4.67,False,2.0,2.0
5794,7622,40.68391,-73.84667,Private room in home,Private room,2.0,2,135.0,66,4.71,False,1.0,1.0
5795,7623,40.66861,-73.89059,Entire home,Entire home/apt,2.0,2,125.0,21,4.81,True,1.0,2.0
5796,7624,40.74224,-73.91425,Entire rental unit,Entire home/apt,1.0,4,191.0,6,4.33,False,2.0,6.0
5797,7625,40.744,-73.91206,Private room in rental unit,Private room,1.0,4,80.0,51,4.9,False,2.0,6.0
5798,7628,40.70763,-73.95331,Private room in rental unit,Private room,1.0,2,35.0,3,4.67,False,2.0,2.0
5799,7629,40.70765,-73.95116,Private room in rental unit,Private room,1.0,2,40.0,13,4.38,False,2.0,2.0
5800,7631,40.67001,-73.97905,Entire rental unit,Entire home/apt,4.0,6,195.0,3,5.0,False,1.0,3.0
5801,7634,40.70950936386792,-73.89467854970508,Private room in rental unit,Private room,1.0,2,47.0,1,1.0,False,4.0,21.0
5802,7636,40.77497,-73.94784,Private room in rental unit,Private room,1.0,1,56.0,7,3.86,False,3.0,11.0
5803,7637,40.77783,-73.95188,Private room in rental unit,Private room,1.0,1,47.0,4,3.75,False,3.0,11.0
5804,7638,40.7648,-73.98095,Entire place,Entire home/apt,2.0,1,111.0,3,3.33,False,3.0,11.0
5805,7639,40.71622959327006,-73.9916914474103,Entire rental unit,Entire home/apt,1.0,2,226.0,23,4.96,True,1.0,1.0
5806,7640,40.7863,-73.94262,Private room in rental unit,Private room,1.0,3,40.0,2,5.0,False,1.0,1.0
5807,7643,40.67407,-73.87801,Private room in rental unit,Private room,2.0,1,51.0,82,4.56,False,2.0,2.0
5808,7644,40.67379578067307,-73.87845362431948,Private room in rental unit,Private room,2.0,1,47.0,2,3.0,False,2.0,2.0
5809,7645,40.795871492130296,-73.96483991468578,Entire rental unit,Entire home/apt,5.0,11,957.0,10,4.7,False,4.0,4.0
5810,7646,40.85939,-73.92687,Entire rental unit,Entire home/apt,1.0,2,123.0,111,4.69,False,2.0,3.0
5811,7647,40.84065,-73.94231,Entire rental unit,Entire home/apt,2.0,5,249.0,52,4.81,False,2.0,3.0
5812,7648,40.782616183485054,-73.95179693256898,Entire rental unit,Entire home/apt,2.0,4,215.0,2,5.0,False,1.0,2.0
5813,7650,40.72376,-73.98947,Entire rental unit,Entire home/apt,1.0,2,140.0,6,4.83,False,1.0,1.0
5814,7651,40.58614,-73.8164,Entire rental unit,Entire home/apt,4.0,6,92.0,36,4.44,False,1.0,1.0
5815,7652,40.75382,-73.81969,Entire home,Entire home/apt,5.0,8,650.0,7,5.0,True,9.0,12.0
5816,7653,40.74636,-73.82517,Entire rental unit,Entire home/apt,1.0,2,149.0,122,4.95,True,9.0,12.0
5817,7654,40.74588,-73.82587,Entire condo,Entire home/apt,1.0,2,199.0,5,5.0,True,9.0,12.0
5818,7655,40.75315,-73.81898,Entire rental unit,Entire home/apt,1.0,4,110.0,1,5.0,True,9.0,12.0
5819,7656,40.74805,-73.75639,Private room in condo,Private room,4.0,7,399.0,33,4.94,True,9.0,12.0
5820,7657,40.74827,-73.7569,Entire rental unit,Entire home/apt,4.0,7,299.0,2,5.0,True,9.0,12.0
5821,7658,40.79609,-73.93894,Private room in rental unit,Private room,1.0,2,99.0,51,4.57,False,3.0,7.0
5822,7659,40.82385,-73.9394,Private room in rental unit,Private room,1.0,2,90.0,54,4.57,False,3.0,7.0
5823,7660,40.82428,-73.9397,Private room in rental unit,Private room,1.0,2,86.0,63,4.63,False,3.0,7.0
5824,7661,40.710065068054384,-73.96042914624614,Private room in loft,Private room,1.0,2,115.0,114,4.77,True,1.0,1.0
5825,7662,40.76543,-73.98816,Private room in rental unit,Private room,1.0,2,79.0,2,4.5,False,2.0,2.0
5826,7663,40.7653,-73.98825,Private room in rental unit,Private room,1.0,2,59.0,1,5.0,False,2.0,2.0
5827,7664,40.73821,-73.95288,Entire rental unit,Entire home/apt,2.0,4,150.0,6,5.0,False,1.0,1.0
5828,7665,40.63525,-74.09086,Private room in rental unit,Private room,3.0,5,71.0,48,4.65,False,4.0,5.0
5829,7666,40.63636,-74.08908,Private room in rental unit,Private room,1.0,2,39.0,3,4.67,False,4.0,5.0
5830,7667,40.63601,-74.09102,Private room in rental unit,Private room,1.0,2,48.0,20,4.7,False,4.0,5.0
5831,7668,40.63651,-74.08917,Private room in rental unit,Private room,1.0,2,61.0,37,4.65,False,4.0,5.0
5832,7669,40.78132571325754,-73.91605596407325,Entire rental unit,Entire home/apt,2.0,2,246.0,5,5.0,False,1.0,1.0
5833,7670,40.80144,-73.93804,Entire rental unit,Entire home/apt,2.0,4,202.0,34,4.85,True,1.0,1.0
5834,7671,40.70758,-73.94346,Entire condo,Entire home/apt,1.0,3,230.0,7,4.71,True,1.0,5.0
5835,7672,40.69313,-73.94461,Entire loft,Entire home/apt,1.0,3,329.0,17,5.0,True,1.0,1.0
5836,7673,40.67298,-73.93247,Entire home,Entire home/apt,4.0,7,359.0,11,4.73,True,2.0,3.0
5837,7674,40.693404326838696,-73.92507428659319,Private room in rental unit,Private room,1.0,1,100.0,1,5.0,False,1.0,1.0
5838,7675,40.67226,-73.95669,Private room in rental unit,Private room,1.0,1,65.0,1,5.0,False,2.0,3.0
5839,7676,40.86822,-73.92573,Private room in rental unit,Private room,1.0,2,35.0,12,4.88,False,1.0,4.0
5840,7677,40.81256,-73.9378,Entire rental unit,Entire home/apt,1.0,3,225.0,18,4.94,True,2.0,4.0
5841,7678,40.87194,-73.90307,Private room in rental unit,Private room,1.0,1,35.0,2,4.0,False,5.0,5.0
5842,7679,40.87095,-73.90208,Private room in rental unit,Private room,1.0,1,35.0,3,3.33,False,5.0,5.0
5843,7680,40.67339,-73.93416,Entire rental unit,Entire home/apt,1.0,2,88.0,7,4.29,False,1.0,2.0
5844,7683,40.74461,-73.91575,Entire rental unit,Entire home/apt,2.0,4,150.0,7,4.57,False,1.0,1.0
5845,7684,40.71697857160656,-73.9592215048712,Entire rental unit,Entire home/apt,1.0,2,246.0,5,5.0,False,1.0,1.0
5846,7685,40.82387682524248,-73.9512180768849,Entire rental unit,Entire home/apt,3.0,6,313.0,127,4.7,True,43.0,44.0
5847,7686,40.75763,-73.99216,Entire rental unit,Entire home/apt,2.0,4,700.0,2,4.5,False,12.0,26.0
5848,7688,40.75765363324036,-73.99268156317746,Entire rental unit,Entire home/apt,2.0,4,600.0,1,5.0,False,12.0,26.0
5849,7689,40.7584,-73.99308,Entire rental unit,Entire home/apt,2.0,4,600.0,2,5.0,False,12.0,26.0
5850,7691,40.75866,-73.99217,Entire rental unit,Entire home/apt,1.0,2,400.0,3,5.0,False,12.0,26.0
5851,7693,40.75822463126197,-73.99416526906184,Room in aparthotel,Entire home/apt,1.0,2,475.0,2,5.0,False,12.0,26.0
5852,7695,40.7593,-73.99413,Entire rental unit,Entire home/apt,1.0,3,500.0,1,5.0,False,12.0,26.0
5853,7696,40.75889,-73.99236,Entire rental unit,Entire home/apt,2.0,4,600.0,4,5.0,False,12.0,26.0
5854,7699,40.67806,-73.94722,Entire condo,Entire home/apt,2.0,4,150.0,15,4.79,False,1.0,1.0
5855,7700,40.73459,-74.00281,Entire rental unit,Entire home/apt,2.0,4,199.0,10,4.5,False,1.0,1.0
5856,7701,40.67566,-73.95331,Private room in rental unit,Private room,1.0,1,38.0,1,4.0,False,1.0,1.0
5857,7702,40.66502,-73.89084,Private room in rental unit,Private room,2.0,4,64.0,91,4.7,False,2.0,2.0
5858,7703,40.80577,-73.954,Entire rental unit,Entire home/apt,2.0,4,250.0,2,1.0,False,3.0,14.0
5859,7704,40.67584,-73.94247,Entire rental unit,Entire home/apt,2.0,2,180.0,62,4.92,False,3.0,3.0
5860,7705,40.67404,-73.9422,Entire rental unit,Entire home/apt,3.0,4,290.0,2,5.0,False,3.0,3.0
5861,7706,40.79671,-73.96225,Entire rental unit,Entire home/apt,4.0,6,280.0,22,4.95,False,1.0,1.0
5862,7707,40.73265,-73.99896,Entire rental unit,Entire home/apt,2.0,3,200.0,1,3.0,False,1.0,1.0
5863,7708,40.77434,-73.98757,Private room in rental unit,Private room,1.0,2,85.0,1,0.0,False,1.0,1.0
5864,7709,40.89338,-73.89789,Entire rental unit,Entire home/apt,3.0,4,151.0,39,4.95,True,4.0,4.0
5865,7710,40.7478,-73.98864,Entire loft,Entire home/apt,2.0,4,180.0,1,3.0,False,1.0,9.0
5866,7711,40.64473992805699,-73.92027596033607,Private room in home,Private room,1.0,2,90.0,32,4.97,True,1.0,1.0
5867,7713,40.6556073,-73.8289375,Entire home,Entire home/apt,3.0,6,249.0,67,5.0,True,1.0,3.0
5868,7714,40.76692,-73.91476,Entire rental unit,Entire home/apt,2.0,3,128.0,91,4.92,True,2.0,2.0
5869,7715,40.76551,-73.91243,Shared room in rental unit,Shared room,2.0,2,152.0,68,4.82,True,2.0,2.0
5870,7716,40.70513,-73.90976,Entire rental unit,Entire home/apt,2.0,5,200.0,38,4.59,False,1.0,1.0
5871,7718,40.68998,-73.99372,Private room in rental unit,Private room,1.0,2,88.0,73,4.71,False,1.0,1.0
5872,7719,40.71675,-73.99039,Entire rental unit,Entire home/apt,2.0,3,143.0,10,4.63,False,1.0,2.0
5873,7720,40.70419,-74.01127,Private room in loft,Private room,1.0,2,169.0,249,4.97,True,1.0,2.0
5874,7721,40.65749,-73.89164,Entire rental unit,Entire home/apt,4.0,10,354.0,124,4.78,False,3.0,3.0
5875,7722,40.65772,-73.89141,Entire rental unit,Entire home/apt,8.0,16,791.0,16,4.88,False,3.0,3.0
5876,7723,40.65959,-73.89166,Entire rental unit,Entire home/apt,4.0,10,228.0,62,4.61,False,3.0,3.0
5877,7724,40.65567083318873,-73.89745613120917,Private room in rental unit,Private room,1.0,2,67.0,1,5.0,False,3.0,3.0
5878,7725,40.65442447966623,-73.89667743258877,Entire rental unit,Entire home/apt,2.0,4,116.0,10,4.5,False,3.0,3.0
5879,7726,40.65530886288491,-73.89873958370829,Private room in rental unit,Private room,1.0,2,67.0,3,4.67,False,3.0,3.0
5880,7727,40.79454,-73.96853,Entire rental unit,Entire home/apt,2.0,4,145.0,1,5.0,False,1.0,3.0
5881,7728,40.65058,-73.96199,Entire rental unit,Entire home/apt,1.0,2,133.0,20,4.9,True,2.0,2.0
5882,7729,40.65165,-73.96176,Private room in rental unit,Private room,1.0,1,77.0,2,5.0,True,2.0,2.0
5883,7730,40.80746,-73.94989,Entire rental unit,Entire home/apt,2.0,4,160.0,216,4.49,False,5.0,5.0
